"Date","Open","High","Low","Close","Change","Change%","Volume('000 shares)"
"2023/01/04","7.11","7.16","7.09","7.15","0.03000000000000025","0.42","213.475"
"2023/01/03","7.06","7.2","7.06","7.12","0.0600000000000005","0.85","260.041"
"2022/12/30","7.11","7.15","7.05","7.06","0","0.00","261.521"
"2022/12/29","7.07","7.18","7.06","7.06","-0.010000000000000675","-0.14","177.699"
"2022/12/28","7.1","7.19","7.07","7.07","-0.08999999999999986","-1.26","265.721"
"2022/12/27","7.1","7.25","7.1","7.16","0.03000000000000025","0.42","403.018"
"2022/12/26","7.38","7.45","7.09","7.13","-0.25","-3.39","844.03"
"2022/12/23","7.19","7.46","7.09","7.38","0.29000000000000004","4.09","865.898"
"2022/12/22","7.06","7.2","7.06","7.09","0.040000000000000036","0.57","398.655"
"2022/12/21","7.04","7.19","7.03","7.05","-0.11000000000000032","-1.54","451.715"
"2022/12/20","7.4","7.4","7.06","7.16","-0.2400000000000002","-3.24","873.724"
"2022/12/19","7.8","7.8","7.38","7.4","-0.25","-3.27","771.515"
"2022/12/16","7.2","7.8","7.17","7.65","-0.09999999999999964","-1.29","2028.854"
"2022/12/15","7.85","8.52","7.62","7.75","-0.05999999999999961","-0.77","5208.289"
"2022/12/14","7.72","7.81","7.45","7.81","0.71","10.00","3955.926"
"2022/12/13","6.47","7.1","6.47","7.1","0.6399999999999997","9.91","1647.744"
"2022/12/12","6.46","6.53","6.41","6.46","0.09999999999999964","1.57","307.855"
"2022/12/09","6.43","6.45","6.33","6.36","-0.08000000000000007","-1.24","140.526"
"2022/12/08","6.46","6.51","6.43","6.44","-0.10999999999999943","-1.68","154.726"
"2022/12/07","6.41","6.55","6.4","6.55","0.13999999999999968","2.18","219.833"
"2022/12/06","6.38","6.43","6.37","6.41","0.03000000000000025","0.47","124.012"
"2022/12/05","6.45","6.45","6.37","6.38","-0.07000000000000028","-1.09","169.469"
"2022/12/02","6.43","6.45","6.43","6.45","0.020000000000000462","0.31","43.421"
"2022/12/01","6.38","6.49","6.38","6.43","0.08000000000000007","1.26","237.459"
"2022/11/30","6.36","6.42","6.34","6.35","0","0.00","171.857"
"2022/11/29","6.35","6.39","6.35","6.35","0","0.00","112.13"
"2022/11/28","6.32","6.36","6.28","6.35","0.040000000000000036","0.63","117.908"
"2022/11/25","6.35","6.35","6.31","6.31","-0.010000000000000675","-0.16","49.64"
"2022/11/24","6.32","6.37","6.32","6.32","0","0.00","125.209"
"2022/11/23","6.31","6.36","6.31","6.32","0.010000000000000675","0.16","79.134"
"2022/11/22","6.24","6.33","6.24","6.31","-0.010000000000000675","-0.16","36.118"
"2022/11/21","6.32","6.38","6.3","6.32","-0.019999999999999574","-0.32","62.79"
"2022/11/18","6.34","6.36","6.34","6.34","0","0.00","43.673"
"2022/11/17","6.35","6.38","6.33","6.34","0","0.00","148.07"
"2022/11/16","6.49","6.49","6.34","6.34","-0.03000000000000025","-0.47","103.002"
"2022/11/15","6.38","6.46","6.36","6.37","0.020000000000000462","0.31","264.638"
"2022/11/14","6.42","6.46","6.34","6.35","0","0.00","103.068"
"2022/11/11","6.35","6.46","6.34","6.35","0.02999999999999936","0.47","122.36"
"2022/11/10","6.45","6.45","6.3","6.32","-0.10999999999999943","-1.71","145.726"
"2022/11/09","6.41","6.5","6.41","6.43","0","0.00","73.968"
"2022/11/08","6.4","6.5","6.35","6.43","0.040000000000000036","0.63","143.295"
"2022/11/07","6.37","6.39","6.35","6.39","0.02999999999999936","0.47","24.942"
"2022/11/04","6.35","6.36","6.3","6.36","0","0.00","70.837"
"2022/11/03","6.35","6.37","6.32","6.36","0.010000000000000675","0.16","19.088"
"2022/11/02","6.4","6.4","6.34","6.35","-0.010000000000000675","-0.16","50.247"
"2022/11/01","6.35","6.37","6.35","6.36","0.010000000000000675","0.16","26.155"
"2022/10/31","6.37","6.37","6.35","6.35","0","0.00","19.273"
"2022/10/28","6.49","6.49","6.34","6.35","-0.05000000000000071","-0.78","125.96"
"2022/10/27","6.43","6.43","6.33","6.4","0.0600000000000005","0.95","24.443"
"2022/10/26","6.4","6.4","6.34","6.34","-0.04999999999999982","-0.78","16.627"
"2022/10/25","6.45","6.45","6.31","6.39","-0.010000000000000675","-0.16","37.74"
"2022/10/24","6.33","6.4","6.32","6.4","0.08000000000000007","1.27","47.028"
"2022/10/21","6.35","6.35","6.31","6.32","-0.040000000000000036","-0.63","53.938"
"2022/10/20","6.39","6.39","6.33","6.36","-0.009999999999999787","-0.16","18.682"
"2022/10/19","6.44","6.45","6.35","6.37","-0.07000000000000028","-1.09","125.226"
"2022/10/18","6.48","6.48","6.41","6.44","0.040000000000000036","0.63","78.987"
"2022/10/17","6.36","6.47","6.36","6.4","-0.1899999999999995","-2.88","98.594"
"2022/10/14","6.55","6.7","6.42","6.59","0.040000000000000036","0.61","96.518"
"2022/10/13","6.69","6.69","6.34","6.55","-0.0600000000000005","-0.91","72.603"
"2022/10/12","6.72","6.72","6.6","6.61","-0.10999999999999943","-1.64","137.062"
"2022/10/11","6.66","6.74","6.66","6.72","-0.020000000000000462","-0.30","152.599"
"2022/10/07","6.66","6.75","6.56","6.74","0.08000000000000007","1.20","90.761"
"2022/10/06","6.67","6.68","6.6","6.66","0.0600000000000005","0.91","52.544"
"2022/10/05","6.76","6.76","6.58","6.6","-0.03000000000000025","-0.45","86.912"
"2022/10/04","6.66","6.7","6.63","6.63","0","0.00","58.169"
"2022/10/03","6.64","6.69","6.6","6.63","0.019999999999999574","0.30","66.014"
"2022/09/30","6.65","6.7","6.6","6.61","-0.040000000000000036","-0.60","53.075"
"2022/09/29","6.53","6.7","6.45","6.65","0.16000000000000014","2.47","93.846"
"2022/09/28","6.69","6.69","6.33","6.49","-0.08999999999999986","-1.37","213.694"
"2022/09/27","6.76","6.76","6.57","6.58","0.009999999999999787","0.15","36.104"
"2022/09/26","6.75","6.75","6.54","6.57","-0.25","-3.67","126.384"
"2022/09/23","6.86","7.04","6.81","6.82","0.1200000000000001","1.79","156.94"
"2022/09/22","6.7","6.73","6.7","6.7","0","0.00","49.878"
"2022/09/21","6.66","6.73","6.66","6.7","0.040000000000000036","0.60","52.191"
"2022/09/20","6.84","6.84","6.66","6.66","-0.13999999999999968","-2.06","140.614"
"2022/09/19","6.85","6.85","6.77","6.8","-0.04999999999999982","-0.73","60.169"
"2022/09/16","6.85","6.86","6.77","6.85","0","0.00","87.509"
"2022/09/15","6.84","6.89","6.84","6.85","0.009999999999999787","0.15","84.29"
"2022/09/14","6.8","6.89","6.8","6.84","0.009999999999999787","0.15","35.811"
"2022/09/13","6.84","6.84","6.8","6.83","0.009999999999999787","0.15","101.223"
"2022/09/12","7.09","7.09","6.81","6.82","0.020000000000000462","0.29","131.798"
"2022/09/08","6.83","6.84","6.76","6.8","-0.03000000000000025","-0.44","37.128"
"2022/09/07","6.73","6.83","6.72","6.83","0.020000000000000462","0.29","87.92"
"2022/09/06","6.88","6.98","6.73","6.81","-0.0600000000000005","-0.87","69.686"
"2022/09/05","6.9","6.95","6.87","6.87","-0.009999999999999787","-0.15","59.256"
"2022/09/02","6.95","6.95","6.86","6.88","0.009999999999999787","0.15","39.94"
"2022/09/01","6.94","6.94","6.82","6.87","-0.04999999999999982","-0.72","141.872"
"2022/08/31","6.92","6.94","6.85","6.92","0","0.00","99.269"
"2022/08/30","6.92","6.97","6.88","6.92","-0.020000000000000462","-0.29","124.992"
"2022/08/29","6.9","6.96","6.81","6.94","-0.21999999999999975","-3.07","245.169"
"2022/08/26","6.6","7.2","6.6","7.16","0.5899999999999999","8.98","805.103"
"2022/08/25","6.5","6.65","6.5","6.57","0.07000000000000028","1.08","304.479"
"2022/08/24","6.57","6.57","6.5","6.5","-0.05999999999999961","-0.91","233.608"
"2022/08/23","6.6","6.6","6.54","6.56","-0.010000000000000675","-0.15","58.894"
"2022/08/22","6.64","6.65","6.56","6.57","-0.08000000000000007","-1.20","93.958"
"2022/08/19","6.62","6.66","6.62","6.65","0.03000000000000025","0.45","136.247"
"2022/08/18","6.64","6.64","6.62","6.62","-0.019999999999999574","-0.30","100.792"
"2022/08/17","6.63","6.64","6.62","6.64","0","0.00","130.282"
"2022/08/16","6.66","6.68","6.61","6.64","-0.05000000000000071","-0.75","112.539"
"2022/08/15","6.7","6.7","6.64","6.69","-0.009999999999999787","-0.15","125.302"
"2022/08/12","6.51","6.7","6.45","6.7","0.1900000000000004","2.92","261.492"
"2022/08/11","6.51","6.51","6.43","6.51","-0.009999999999999787","-0.15","392.256"
