"Date","Open","High","Low","Close","Change","Change%","Volume('000 shares)"
"2023/01/04","12.15","12.3","12.05","12.1","0.049999999999998934","0.41","624.043"
"2023/01/03","12","12.1","11.9","12.05","-0.049999999999998934","-0.41","755.998"
"2022/12/30","12","12.15","11.7","12.1","-0.6500000000000004","-5.10","2673.935"
"2022/12/29","12.75","12.85","12.5","12.75","-0.05000000000000071","-0.39","502.941"
"2022/12/28","13.15","13.25","12.8","12.8","-0.34999999999999964","-2.66","417.844"
"2022/12/27","13.4","13.4","13.15","13.15","-0.09999999999999964","-0.75","352.681"
"2022/12/26","13.35","13.65","13.2","13.25","0.05000000000000071","0.38","867.465"
"2022/12/23","13","13.25","13","13.2","0.049999999999998934","0.38","363.592"
"2022/12/22","13.1","13.2","13","13.15","0.25","1.94","448.766"
"2022/12/21","12.85","13.15","12.85","12.9","0.09999999999999964","0.78","458.75"
"2022/12/20","13.4","13.45","12.8","12.8","-0.5","-3.76","766.814"
"2022/12/19","13.3","13.55","13.25","13.3","0","0.00","363.249"
"2022/12/16","13.4","13.5","13.3","13.3","-0.29999999999999893","-2.21","659.284"
"2022/12/15","13.75","13.85","13.6","13.6","-0.15000000000000036","-1.09","541.749"
"2022/12/14","13.9","13.9","13.7","13.75","-0.05000000000000071","-0.36","420.836"
"2022/12/13","13.6","14.1","13.6","13.8","0.20000000000000107","1.47","1313.623"
"2022/12/12","13.6","13.65","13.35","13.6","0","0.00","382.73"
"2022/12/09","13.75","13.8","13.55","13.6","-0.09999999999999964","-0.73","851.055"
"2022/12/08","13.85","14.25","13.7","13.7","0.049999999999998934","0.37","1334.141"
"2022/12/07","14.25","14.25","13.55","13.65","-0.5999999999999996","-4.21","1754.639"
"2022/12/06","14.45","15.15","14.15","14.25","0.15000000000000036","1.06","5719.017"
"2022/12/05","13.7","14.3","13.7","14.1","0.40000000000000036","2.92","1690.417"
"2022/12/02","14.1","14.4","13.7","13.7","-0.3000000000000007","-2.14","1415.188"
"2022/12/01","13.9","14.35","13.8","14","0.3000000000000007","2.19","1642.946"
"2022/11/30","13.8","13.9","13.6","13.7","0","0.00","775.685"
"2022/11/29","13.7","14.05","13.5","13.7","0.049999999999998934","0.37","1746.908"
"2022/11/28","13.15","13.65","13.15","13.65","0.20000000000000107","1.49","828.147"
"2022/11/25","13.5","13.75","13.4","13.45","0.14999999999999858","1.13","873.431"
"2022/11/24","13.45","13.5","13.25","13.3","-0.049999999999998934","-0.37","600.045"
"2022/11/23","13.5","13.6","13.35","13.35","-0.09999999999999964","-0.74","535.662"
"2022/11/22","13.6","13.85","13.45","13.45","0.049999999999998934","0.37","847.091"
"2022/11/21","13.7","13.7","13.4","13.4","-0.1999999999999993","-1.47","797.459"
"2022/11/18","13.75","14.1","13.6","13.6","0","0.00","1919.956"
"2022/11/17","13.8","14","13.5","13.6","-0.3000000000000007","-2.16","2252.511"
"2022/11/16","13.2","14.2","13.15","13.9","0.75","5.70","3058.201"
"2022/11/15","13.4","13.4","13.1","13.15","-0.1999999999999993","-1.50","959.316"
"2022/11/14","13.6","13.6","13.3","13.35","-0.15000000000000036","-1.11","988.441"
"2022/11/11","14","14.15","13.4","13.5","-0.25","-1.82","1543.184"
"2022/11/10","14","14","13.35","13.75","-0.3000000000000007","-2.14","2350.086"
"2022/11/09","13.55","14.3","13.3","14.05","0.6000000000000014","4.46","7942.075"
"2022/11/08","13.4","13.45","13.05","13.45","1.1999999999999993","9.80","3113.127"
"2022/11/07","12.2","12.25","11.95","12.25","1.1999999999999993","10.86","1566.312"
"2022/10/26","11.3","11.3","11","11.05","-0.1999999999999993","-1.78","676.349"
"2022/10/25","11.45","11.55","11.2","11.25","-0.1999999999999993","-1.75","484.676"
"2022/10/24","11.4","11.8","11.4","11.45","0.14999999999999858","1.33","969.959"
"2022/10/21","11.6","11.6","11.3","11.3","-0.29999999999999893","-2.59","548.712"
"2022/10/20","12","12","11.5","11.6","-0.34999999999999964","-2.93","496.794"
"2022/10/19","12","12.2","11.9","11.95","-0.10000000000000142","-0.83","616.848"
"2022/10/18","11.9","12.1","11.75","12.05","0.40000000000000036","3.43","721.38"
"2022/10/17","11.7","11.7","11.25","11.65","-0.15000000000000036","-1.27","675.784"
"2022/10/14","11.7","12","11.65","11.8","0.40000000000000036","3.51","633.297"
"2022/10/13","12.1","12.15","11.35","11.4","-0.75","-6.17","1052.282"
"2022/10/12","12.3","12.7","12","12.15","0.20000000000000107","1.67","987.851"
"2022/10/11","12.4","12.4","11.95","11.95","-0.5500000000000007","-4.40","591.466"
"2022/10/07","12.55","12.65","12.45","12.5","-0.05000000000000071","-0.40","215.447"
"2022/10/06","12.6","12.65","12.45","12.55","0","0.00","386.414"
"2022/10/05","12.65","12.7","12.4","12.55","0.05000000000000071","0.40","438.067"
"2022/10/04","12.5","12.65","12.35","12.5","0.1999999999999993","1.63","429.134"
"2022/10/03","12.2","12.4","12.2","12.3","0","0.00","212.382"
"2022/09/30","12","12.3","11.75","12.3","0.05000000000000071","0.41","645.556"
"2022/09/29","12.3","12.4","12.15","12.25","0.25","2.08","420.727"
"2022/09/28","12.65","12.7","12","12","-0.6999999999999993","-5.51","657.303"
