"Date","Open","High","Low","Close","Change","Change%","Volume('000 shares)"
"2023/01/04","26.2","26.35","26.1","26.25","0.05000000000000071","0.19","140.204"
"2023/01/03","26.2","26.35","26.15","26.2","-0.3000000000000007","-1.13","123.641"
"2022/12/30","26.45","26.65","26.25","26.5","0.10000000000000142","0.38","543.022"
"2022/12/29","25.65","26.5","25.65","26.4","0.3999999999999986","1.54","355.763"
"2022/12/28","26.15","26.45","25.9","26","-0.14999999999999858","-0.57","335.254"
"2022/12/27","26.05","26.5","26","26.15","0.5","1.95","653.231"
"2022/12/26","25.6","25.75","25.45","25.65","0.09999999999999787","0.39","130.463"
"2022/12/23","25.35","25.55","25.25","25.55","-0.05000000000000071","-0.20","118.13"
"2022/12/22","25.4","25.6","25.4","25.6","0.20000000000000284","0.79","132.334"
"2022/12/21","25.25","25.5","25.2","25.4","0.04999999999999716","0.20","139.185"
"2022/12/20","25","25.4","25","25.35","0.15000000000000213","0.60","181.626"
"2022/12/19","25.1","25.3","25.05","25.2","0","0.00","199.168"
"2022/12/16","25.5","25.55","25.2","25.2","-0.4499999999999993","-1.75","419.099"
"2022/12/15","26","26.05","25.65","25.65","-0.3500000000000014","-1.35","249.436"
"2022/12/14","26.05","26.3","25.95","26","0","0.00","343.413"
"2022/12/13","25.6","26.05","25.55","26","0.3999999999999986","1.56","382.012"
"2022/12/12","25.45","25.6","25.1","25.6","0.15000000000000213","0.59","259.615"
"2022/12/09","25.35","26.2","25.25","25.45","0.34999999999999787","1.39","690.069"
"2022/12/08","25.7","25.75","25.1","25.1","-0.6999999999999993","-2.71","396.489"
"2022/12/07","25.05","26.2","25","25.8","0.6999999999999993","2.79","853.229"
"2022/12/06","25.45","25.45","25.1","25.1","-0.34999999999999787","-1.38","235.621"
"2022/12/05","25.25","25.45","25.2","25.45","0.1999999999999993","0.79","295.362"
"2022/12/02","25.4","25.4","25.25","25.25","-0.14999999999999858","-0.59","182.139"
"2022/12/01","25.55","25.55","25.3","25.4","0.09999999999999787","0.40","236.042"
"2022/11/30","25.45","25.45","25.25","25.3","-0.14999999999999858","-0.59","195.367"
"2022/11/29","25.2","25.45","25.15","25.45","0","0.00","142.509"
"2022/11/28","25.1","25.5","25.1","25.45","0.05000000000000071","0.20","163.151"
"2022/11/25","25.4","25.4","25.25","25.4","-0.10000000000000142","-0.39","128.703"
"2022/11/24","25.55","25.6","25.45","25.5","0","0.00","125.692"
"2022/11/23","25.25","25.5","25.25","25.5","0.10000000000000142","0.39","143.604"
"2022/11/22","25.35","25.4","25.1","25.4","0.09999999999999787","0.40","567.931"
"2022/11/21","25.1","25.3","25.05","25.3","0.1999999999999993","0.80","376.767"
"2022/11/18","25.25","25.45","25.1","25.1","-0.1999999999999993","-0.79","357.784"
"2022/11/17","24.9","25.4","24.8","25.3","0.40000000000000213","1.61","362.485"
"2022/11/16","25.55","25.55","24.75","24.9","-0.5500000000000007","-2.16","637.397"
"2022/11/15","25.15","25.65","25.15","25.45","0.09999999999999787","0.39","210.619"
"2022/11/14","24.95","25.5","24.95","25.35","0.40000000000000213","1.60","311.771"
"2022/11/11","25.05","25.8","24.85","24.95","-0.15000000000000213","-0.60","351.284"
"2022/11/10","25.1","25.1","24.8","25.1","-0.04999999999999716","-0.20","178.399"
"2022/11/09","24.85","25.15","24.85","25.15","0.29999999999999716","1.21","269.339"
"2022/11/08","24.4","24.95","24.4","24.85","0.45000000000000284","1.84","247.277"
"2022/11/07","23.85","24.45","23.85","24.4","0.5499999999999972","2.31","428.996"
"2022/11/04","23.65","23.95","23.55","23.85","0.10000000000000142","0.42","203.877"
"2022/11/03","23.8","23.8","23.55","23.75","-0.10000000000000142","-0.42","127.58"
"2022/11/02","23.95","24","23.8","23.85","-0.04999999999999716","-0.21","126.274"
"2022/11/01","23.6","23.9","23.6","23.9","0.3999999999999986","1.70","144.224"
"2022/10/31","23.55","23.6","23.45","23.5","0","0.00","165.442"
"2022/10/28","23.75","23.8","23.5","23.5","-0.1999999999999993","-0.84","124.547"
"2022/10/27","23.55","23.7","23.35","23.7","0.25","1.07","163.571"
"2022/10/26","23.2","23.5","23.15","23.45","0.25","1.08","208.915"
"2022/10/25","23.4","23.4","23.05","23.2","0","0.00","231.45"
