1730,2023/01/04,57,57,55.5,55.5,0.20000000000000284,0.36,5.747
1730,2023/01/03,55.4,55.4,55.3,55.3,-0.10000000000000142,-0.18,9.726
1730,2022/12/30,55.6,55.6,55.3,55.4,-0.20000000000000284,-0.36,9.436
1730,2022/12/29,55.4,55.6,55.4,55.6,-0.29999999999999716,-0.54,2.142
1730,2022/12/28,55.9,56,55.9,55.9,0.6000000000000014,1.08,8.259
1730,2022/12/27,55.3,55.3,55.3,55.3,0.09999999999999432,0.18,5.238
1730,2022/12/26,55.1,55.7,55.1,55.2,-0.09999999999999432,-0.18,13.998
1730,2022/12/23,55.6,55.6,55.1,55.3,0.19999999999999574,0.36,5.467
1730,2022/12/22,55.1,55.2,55.1,55.1,-0.19999999999999574,-0.36,11.513
1730,2022/12/21,56.1,56.2,55.1,55.3,-0.20000000000000284,-0.36,26.64
1730,2022/12/20,56,58,55.5,55.5,0.10000000000000142,0.18,33.646
1730,2022/12/19,55,55.7,55,55.4,0.10000000000000142,0.18,10.48
1730,2022/12/16,55,56.3,55,55.3,0.19999999999999574,0.36,40.362
1730,2022/12/15,56.4,56.5,55,55.1,-0.10000000000000142,-0.18,16.178
1730,2022/12/14,55.3,55.4,55.2,55.2,0.20000000000000284,0.36,9.071
1730,2022/12/13,55.1,56.3,54.8,55,0,0.00,15.956
1730,2022/12/12,55.2,55.5,55,55,-0.3999999999999986,-0.72,11.256
1730,2022/12/09,55.4,55.7,55.4,55.4,0,0.00,3.4
1730,2022/12/08,56,56,55.2,55.4,-0.5,-0.89,22.643
1730,2022/12/07,56.5,56.7,55.7,55.9,-0.10000000000000142,-0.18,36.533
1730,2022/12/06,56.6,57,56,56,-0.3999999999999986,-0.71,911.327
1730,2022/12/05,56.1,56.4,55.8,56.4,0.29999999999999716,0.53,22.815
1730,2022/12/02,58,58,55.7,56.1,-0.10000000000000142,-0.18,28.858
1730,2022/12/01,55.9,56.5,55.6,56.2,0.6000000000000014,1.08,15.803
1730,2022/11/30,55.7,55.7,55.4,55.6,0.20000000000000284,0.36,18.673
1730,2022/11/29,55.5,56.1,55.4,55.4,-0.10000000000000142,-0.18,25.336
1730,2022/11/28,55.5,55.5,54.8,55.5,0,0.00,14.759
1730,2022/11/25,55,56.4,55,55.5,0.5,0.91,19.651
1730,2022/11/24,55,55.3,54.7,55,0.20000000000000284,0.36,14.678
1730,2022/11/23,55,55.1,54.7,54.8,-0.10000000000000142,-0.18,7.247
1730,2022/11/22,55,55,54.9,54.9,-0.10000000000000142,-0.18,5.134
1730,2022/11/21,55,55,55,55,0.10000000000000142,0.18,7.457
1730,2022/11/18,54.8,55,54.8,54.9,0.10000000000000142,0.18,7.458
1730,2022/11/17,54.9,55.5,54.5,54.8,-0.20000000000000284,-0.36,9.455
1730,2022/11/16,55.3,55.5,54.2,55,0.5,0.92,35.207
1730,2022/11/15,54.4,55.4,54.1,54.5,0.10000000000000142,0.18,11.488
1730,2022/11/14,53.9,55.5,53.5,54.4,0.5,0.93,13.925
1730,2022/11/11,53.4,53.9,53.1,53.9,0.19999999999999574,0.37,26.123
1730,2022/11/10,53.5,53.7,53.5,53.7,0,0.00,5.149
1730,2022/11/09,53.6,53.8,53.6,53.7,0.10000000000000142,0.19,9.313
1730,2022/11/08,53.3,54,52.9,53.6,0.10000000000000142,0.19,36.958
1730,2022/11/07,53.2,53.5,53.2,53.5,0.3999999999999986,0.75,5.688
1730,2022/11/04,53.5,53.5,53,53.1,-0.19999999999999574,-0.38,4.411
1730,2022/11/03,53.3,53.3,53.3,53.3,0,0.00,5.071
1730,2022/11/02,53.1,53.3,53.1,53.3,0.09999999999999432,0.19,6.716
1730,2022/11/01,52.9,53.2,52.9,53.2,-0.19999999999999574,-0.37,5.347
1730,2022/10/31,53.5,53.5,53.4,53.4,0.5,0.95,3.546
1730,2022/10/28,54,54,52.6,52.9,-0.10000000000000142,-0.19,11.774
1730,2022/10/27,52.5,53,52.5,53,0.29999999999999716,0.57,10.019
1730,2022/10/26,52.6,52.9,52.4,52.7,-0.09999999999999432,-0.19,19.419
1730,2022/10/25,53.2,53.2,52.6,52.8,0,0.00,7.512
1730,2022/10/24,53,53,52.6,52.8,-0.10000000000000142,-0.19,21.727
1730,2022/10/21,52.8,53,52.8,52.9,0.10000000000000142,0.19,8.444
1730,2022/10/20,53.2,53.2,52.5,52.8,-0.4000000000000057,-0.75,14.44
1730,2022/10/19,53.2,53.2,53.2,53.2,0,0.00,4.616
1730,2022/10/18,53.3,53.3,53.1,53.2,0.10000000000000142,0.19,16.325
1730,2022/10/17,54,54,52.7,53.1,-0.8999999999999986,-1.67,12.616
1730,2022/10/14,53.5,55.5,53.5,54,0.5,0.93,10.1
1730,2022/10/13,54.4,54.4,53,53.5,-0.8999999999999986,-1.65,19.41
1730,2022/10/12,54.2,55.4,54.2,54.4,0,0.00,19.574
1730,2022/10/11,55.3,55.3,54.4,54.4,-0.8999999999999986,-1.63,25.051
1730,2022/10/07,55.3,56.5,55.3,55.3,-0.10000000000000142,-0.18,10.321
1730,2022/10/06,55.4,55.4,55.3,55.4,0.10000000000000142,0.18,4.552
1730,2022/10/05,55.2,55.7,55.1,55.3,0,0.00,20.848
1730,2022/10/04,55.1,55.3,55,55.3,0.29999999999999716,0.55,27.109
1730,2022/10/03,55.3,55.3,55,55,-0.7999999999999972,-1.43,28.866
1730,2022/09/30,55.7,55.8,55.5,55.8,-0.4000000000000057,-0.71,24.129
1730,2022/09/29,55.9,56.2,55.9,56.2,0,0.00,14.305
1730,2022/09/28,56.5,56.5,56,56.2,-0.5999999999999943,-1.06,15.095
1730,2022/09/27,56.1,56.8,56,56.8,0.6999999999999957,1.25,33.175
1730,2022/09/26,56.8,56.8,56,56.1,-0.5,-0.88,24.697
1730,2022/09/23,56.1,56.9,56.1,56.6,0.30000000000000426,0.53,8.245
1730,2022/09/22,56.4,56.4,56.3,56.3,-0.10000000000000142,-0.18,9.6
1730,2022/09/21,56.5,56.5,56.3,56.4,-0.30000000000000426,-0.53,29.204
1730,2022/09/20,57,57,56.7,56.7,-0.29999999999999716,-0.53,12.18
1730,2022/09/19,57.5,57.5,57,57,-0.5,-0.87,9.436
1730,2022/09/16,57,57.5,57,57.5,0.29999999999999716,0.52,10.413
1730,2022/09/15,57.1,57.2,57,57.2,0.10000000000000142,0.18,10.434
1730,2022/09/14,56.6,57.1,56.6,57.1,-0.10000000000000142,-0.17,8.35
1730,2022/09/13,57.5,57.5,57,57.2,0.10000000000000142,0.18,20.371
1730,2022/09/12,57.3,57.5,57,57.1,0.10000000000000142,0.18,25.946
1730,2022/09/08,56.8,57,56.8,57,-0.10000000000000142,-0.18,15.229
1730,2022/09/07,56.8,57.1,56.3,57.1,0.30000000000000426,0.53,33.397
1730,2022/09/06,57.3,57.3,56.8,56.8,-0.5,-0.87,25.359
1730,2022/09/05,57.6,57.6,57,57.3,-0.30000000000000426,-0.52,24.905
1730,2022/09/02,57.9,57.9,57.6,57.6,-0.29999999999999716,-0.52,16.689
1730,2022/09/01,58,58,57.6,57.9,-0.5,-0.86,17.133
1730,2022/08/31,58.3,58.9,58.3,58.4,0.5,0.86,27.428
1730,2022/08/30,57.5,57.9,57.5,57.9,0.3999999999999986,0.70,13.14
1730,2022/08/29,57.6,57.7,57.4,57.5,-0.29999999999999716,-0.52,21.263
1730,2022/08/26,57.8,57.8,57.6,57.8,0.19999999999999574,0.35,7.386
1730,2022/08/25,58.3,58.3,57.6,57.6,0.10000000000000142,0.17,16.734
1730,2022/08/24,57.3,57.5,57.3,57.5,0.20000000000000284,0.35,5.956
1730,2022/08/23,60.8,60.8,57.3,57.3,0,0.00,23.889
1730,2022/08/22,57.4,57.6,57.1,57.3,-0.20000000000000284,-0.35,24.122
1730,2022/08/19,57.4,57.5,57.3,57.5,0.20000000000000284,0.35,13.541
1730,2022/08/18,57.2,57.3,57.2,57.3,0.09999999999999432,0.17,6.779
1730,2022/08/17,57.4,57.5,57.1,57.2,0,0.00,18.153
1730,2022/08/16,57.4,57.6,57.2,57.2,-0.19999999999999574,-0.35,15.823
1730,2022/08/15,57.6,57.6,57.4,57.4,-0.10000000000000142,-0.17,13.597
1730,2022/08/12,57.2,58,57.2,57.5,0.29999999999999716,0.52,15.433
1730,2022/08/11,57.5,57.5,57.1,57.2,0.10000000000000142,0.18,23.119
1730,2022/08/10,56.8,57.1,56.8,57.1,0,0.00,14.622
1730,2022/08/09,56.9,57.1,56.8,57.1,0.10000000000000142,0.18,15.65
1730,2022/08/08,56.9,57,56.8,57,0.10000000000000142,0.18,23.32
1730,2022/08/05,56.5,57,56.5,56.9,0,0.00,23.328
